CUID,RUID,SSN,first name,middle initial,last name,street number,street name,apartment number,city,state,zipcode
9927,9927,502817745,Neumiller,O,Dhahliwal,21,Karissa Road,7m0,Larose,LA,70373
9927,23801,502817745,Neumiller,O,Dhaliwal,121,Karissa Road,7m0,Larose,LA,70373
9927,27922,502817745,Neumiller,O,Dhaliwal,121,Karissa Road,7m0,Larose,LA,70373
9930,9930,233432124,Rattanaprasert,,Tateyama,1000,Bellsmith Lane,2z7,Winslow,NJ,8095
9931,24109,322023874,Sherwan,R,Ongley,,PO Box 1162,,hewark,DE,19818
9931,9931,322023874,Sherwan,R,Ongkley,,PO Box 1162,,Newrak,DE,19718
9931,28126,322023874,Sherwan,R,Ongley,,PO Box 1162,,Newark,DE,19718
9934,17798,168727507,Morlok,,Vilas,224,Pontiheu Rd,2o1,New Castle,VA,24127
9934,9934,168727507,Morlok,,Vilas,224,Ponthieu Rd,2o1,New Castle,VA,24127
9936,11512,0,Scholes,V,Work,,PO Box 2540,,New Harmony,UT,84757
9936,10626,0,Scholes,V,Work,,PO Box 2540,,New Harmony,UT,84757
9936,9936,0,Scholes,V,Work,,PO Box 2540,,New Harmony,UT,84757
9939,9939,0,Mandayam,E,Buky,,PO Box 1710,,Christiansted,VI,821
9940,9940,0,Firdmann,M,Dorothea,751,Blair Ln,6z3,Londonderry,VT,5148
9941,9941,267703052,Makiko,U,Yasuhisa,196,Hadanak Ave,4g7,Kenton,DE,19955
9942,19724,0,Rien,Q,Mano,470,Dahlstrom Avenue,1t0,Agana,GU,96922
9942,9942,0,Rien,Q,Mano,470,Dahlstrom Avenue,1t0,Agana,GU,96922
9944,9944,767838534,Boping,,Hilario,525,Sacto Road,8c8,Lexington,KY,40546
9945,9945,470134858,Kresl,N,Tasminah,122,Romuald Ln,4y8,Ruso,ND,58778
9946,14899,425334582,Lehel,A,Siewert,799,Rong Ave,5c8,Whitley City,KY,42653
9946,9946,425334582,Lehel,A,Siewert,799,Rong Ave,5c8,Whitley City,KY,42653
9948,9948,287526677,Shea,H,Funakawa,68,Meghani,4w7,Chicago,IL,60623
9949,9949,114183680,Safaa,A,Mckissock,716,Asmari St,4f7,Monteview,ID,83435
9949,27254,114188685,Safaa,A,Mckissock,716,Asmar St,4f7,Monteview,ID,83435
9951,27024,0,Mckain,S,Mucheng,30,Jiming Road,3b8,Glasston,ND,58236
9951,23179,0,Mckain,S,Mucheng,40,Jiming Road,3b8,Glasston,ND,58236
9951,9951,0,Mckain,S,Mucheng,30,Jiming Road,3b8,Glasston,ND,58236
9954,9954,236867225,Lenhard,,Wolossow,896,Zamzow Road,7b1,Canton,ME,4221
9955,9955,251225088,Bulbulia,I,Lacoste,592,Thirolf Pkwy,2q7,Applegate,MI,48401
9956,9956,311123275,Verwey,D,Jeannette,957,Felicle Pkwy,8v0,Sandford,IN,47877
9956,18292,311123275,Verwey,D,Jeannette,957,Felicle Pkwy,8v0,Sandford,IN,47877
9958,25831,0,Lovlien,U,Avey,417,Lovegrove Lane,8k6,Charlotte Amalie,VI,802
9958,9958,0,Lovlien,U,Avey,417,Lovegrove Lane,8k6,Charlotte Amalie,VI,802
9960,9960,557250262,Wyden,M,Onett,,PO Box 244,,Evansville,IN,47710
9961,9961,0,Tarnow,F,Gimozn,351,Cassius Rd,6x1,Mountain Lake,MN,56159
9961,28868,0,Tarnow,F,Gimon,321,Cassius Rd,6x1,Mountain Lake,MN,56159
9961,28284,0,Tarnow,F,Gimon,321,Cassius Rd,6x1,Mountain Lake,MN,56159
9964,13307,171344646,Meel,H,Farrimond,203,Parascand Road,4u5,Cashmere,WA,98815
9964,15146,276344646,Meel,H,Farrimond,,PO Box 4061,,Akron,OH,44320
9964,9964,276344646,Meel,H,Farrimond,203,Parascand Road,4u5,Cashmere,WA,98815
9967,9967,328475184,Bogaerts,U,Ferelith,371,Hievr Road,7y5,Davenport,VA,24239
9967,10456,328475184,Bogaerts,U,Ferelith,172,Stroemer Lane,5s0,Brick,NJ,8724
9969,20080,748182637,Vickery,V,Sig,,PO Box 1465,,iTjeras,NM,87059
9969,23823,548182636,Vickery,V,Sig,,PO Box 1601,,Tijeras,NM,87059
9969,9969,748182637,Vickery,V,Sig,,PO Box 1465,,Tijeras,NM,87059
9972,12592,355900076,Gililland,,Romona,253,Narayaunasamy Street,8w6,Sulpyur,KY,40270
9972,15646,355900076,Gililland,,Romona,253,Narayanasay Street,8w6,Sulphur,KY,40070
9972,9972,355900076,Gililland,,Romona,253,Narayanasamy Street,8w6,Sulphur,KY,40070
9975,9975,0,Arn,G,Gasbarro,889,Edwina Ave,7n5,APO Seattle,WA,98736
9976,9976,806184780,Yul,Z,Saperstein,155,Viviyan,0k7,Dallas,TX,75202
9976,27447,706184787,Yul,Z,Saperstein,155,Viviyan,0k7,Dallas,TX,75202
9978,9978,0,Radobenko,K,ePrchard,53,Kammerscheid Ave,4f1,Saint Petersburg,FL,33702
9978,20177,0,R,K,Pdeerchard,53,Kammerscheid Ave,4f1,Saing Petersburg,FL,33702
9978,29213,0,Radobenko,K,Perchard,53,Kammerscheid Ave,4f1,Saint Petersburg,FL,33702
9981,10495,663654266,Nicko,Z,Monik,794,Frafd Rd,3o3,Kona,KY,41829
9981,9981,663654266,Nicko,Z,Monik,794,Frad Road,3o3,Kona,KY,41829
9981,14351,663654266,Nicko,Z,Monik,794,Frad Road,3o3,Kona,KY,41829
9984,27214,0,Burward,J,Mccullogh,46,Penumatcha Avenue,4s0,Wyandanch,NY,11798
9984,23590,0,Burward,J,Mccullohg,48,Penumatcha Avenue,4s0,Wyandanch,NY,11798
9984,9984,0,Burward,J,Mccullogh,46,Penumatcha Avenue,4s0,Wyandanch,NY,11798
9987,29617,332633135,Endtinger,N,Henritzi,410,Lippens Street,6h1,Beachwood,NJ,8722
9987,19021,332633135,Endtinger,N,Henritzi,587,Iyun Ave,0p3,Sainyt Leonard,MD,20685
9987,9987,332633135,Endtinger,N,Henritzi,410,Lippens Street,6h1,Beachwood,NJ,8722
9990,9990,0,Pomeroy,C,Maruszak,188,Ghulam,2k7,Saint Andrews,TN,37372
9991,27046,0,Yve,T,Brego,763,Elizab Rd,1q4,Edroy,TX,78352
9991,9991,0,Yve,T,Bego,563,Elizab Rd,1q4,Edroy,TX,78352
9993,17654,270384640,Shreve,Y,Kollmann,139,Greetham Street,1y0,Tucson,AZ,85746
9993,26205,270384640,Shreve,Y,Kollmann,139,Greetham Street,1y0,Tucson,AZ,85746
9993,9993,270384640,Shreve,Y,Kollmann,139,Greetham Street,1y0,Tucson,AZ,85746
9996,12645,741218212,Scrooc,H,Fenzi,801,Heknens Rd,4v7,Delco,NC,28436
9996,27335,741218212,Scrooc,H,Fenzi,805,Henkens Rd,4v7,Delco,NC,28436
9996,9996,741218212,Scrooc,H,Fenzi,805,Henkens Rd,4v7,Delco,NC,28436
9999,9999,384101166,Whelmenia,A,Belzile,978,Rothermund Ave,1l7,Mathias,WV,26812
10000,13974,171616105,B,Z,sukumaran,,PO Box 183,,Kealia,HI,96751
10000,10000,171216100,Burgwell,Z,Salvaridis,,PO Box 183,,Kealia,HI,96751
10002,10002,483222170,Shigeko,I,Lezlie,72,Geeen,7s6,Harveu,ND,58341
10002,19534,483222170,Shigeko,I,Lezlie,72,Green,7s6,Harvey,ND,58341
10002,21185,483222170,Shigeko,I,Lezlie,72,Green,7s6,Harvey,ND,58341
10005,10005,482232658,Stagnone,V,Imai,273,Saifullah Rd,0s1,Lincoln,NM,88338
10005,26788,482232658,Stagnone,V,Imai,273,Saifullah Rd,0s1,Lincoln,NM,88338
10007,25624,546703662,Bajorek,,Annaliese,745,savictoire Rd,8k2,Downey,CA,90240
10007,10007,146703682,Bajorek,,Annaliese,245,Lavictoire Rd,8k2,Downey,CA,90240
10007,22988,146703682,Bajorek,,Annaliese,745,Lavictoire Rd,8k2,Downey,CA,90240
10010,20787,318258523,Duvbe,Z,Boisserie,,PO Box 4296,,Fort Benton,MT,59442
10010,12513,315258533,Dube,Z,Boisserie,,PO Box 4296,,Fort Benton,MT,59442
10010,10010,318258523,Dube,Z,Boisserie,,PO Box 4296,,Fort Benton,MT,59442
10013,10013,167515261,Bauwens,F,Stamour,,PO Box 3456,,Incline Village,NV,89451
10014,13862,258876212,Brouwer,,Gauchet,68,Dery Ave,4r3,West Bend,WI,53095
10014,10014,255576212,Brouwer,,Gauchet,740,Londhe Pkwy,4s4,West Bend,WI,53095
10016,13594,621312674,Mundrick,,Burr,308,Chariklia St,7c5,cM Henry,IL,60050
10016,10016,621312674,Mundrick,,Burr,208,Chariklia St,7c5,Mc Henry,IL,60050
10018,25815,0,Petrich,M,Netto,,PO Box 1263,,Brooklinde,NH,3033
10018,10018,0,Petrich,M,Netto,,PO Box 1263,,Brookline,NH,3033
10018,10820,0,Petrich,M,Netto,,PO Box 1263,,Brookline,NH,3033
10021,10021,0,Ghandimathi,C,Humpherys,864,Gatto Street,8g7,Logan,UT,84321
10022,10022,375030355,Hironaga,P,Liroff,294,Kalitzkus Ln,1u7,Lincoln,KS,67455
10023,10023,0,Enno,T,Geral,,PO Box 3336,,Devils Tower,WY,82714
10024,29149,167815574,Schulte,R,Alyda,517,Toder Parkway,8s7,El Paso,TX,88562
10024,13853,167815574,Schulte,R,Alyda,517,Toder Parkway,8s7,El Paso,TX,88562
10024,10024,167815574,Schulte,R,Alyda,517,Toder Parkway,8s7,El Paso,TX,88562
10027,10027,148406662,Aurelio,,Laily,182,Moyers St,1w5,Boca Raton,FL,33432
10027,26550,148406662,Aurelio,,Laily,182,Moyers St,1w5,Boca Raton,FL,33432
10027,15419,148406662,Aurelio,,Laily,182,Moyers St,1w5,Boca Raton,FL,33432
10030,27040,528132727,D,W,Toralba,87,Habu St,6k4,Hampton Falls,NH,3844
10030,10739,528132727,Dany,W,Toralba,354,Cancer Avenue,0l8,Tempe,AZ,85283
10030,10030,528132727,Dany,W,Toralba,87,Habu St,6k4,Hampton Falls,NH,3844
10033,10033,0,Glemboski,T,Huebner,532,Anya Street,1d7,Granville,VT,5747
10034,13253,311066426,Nally,P,Louisa,868,Jaye Road,8q0,Washington,DC,20375
10034,10034,311066426,Nally,P,Louisa,888,Jaye Road,8q0,Washington,DC,20375
10036,10036,248484525,Verla,C,Marne,139,Schanne Rd,0l8,Des Moines,IA,50335
10036,23812,248484525,Verla,C,Marne,139,Schanne Rd,0l8,Des Moines,IA,50335
10038,10038,688421012,Higaki,B,Violin,46,Bach Street,3w2,Danbury,CT,6816
10039,10039,0,Westergard,,Iida,944,Iara Parkway,7z8,Garwin,IA,50632
10040,10040,0,Schaeferntmvaa,C,cgeown,980,Tabet Av,4q1,Baldwin,LA,70514
10040,21705,0,Schaeferntmvaa,C,Mcgeown,987,Thabet Avenue,4q1,Baldwin,LA,70514
10040,27799,0,Schaeferntmvaa,C,Mcgeown,980,Thabet Avenue,4q1,Baldwin,LA,70514
10043,10043,0,Anderer,,Mehrdad,266,Bourdjakian,8z7,Veguita,NM,87062
10044,10044,288776237,Nidia,O,Klett,952,Plyler Street,4y6,San Juan,PR,920
10045,10045,425242530,Frizzi,T,Xiaofeng,395,Fritschy Rd,6a4,Rimini,SC,29131
10045,11359,425642730,Frizzi,T,Xiaofeng,395,gritschy Rd,6a4,Rimini,SC,29131
10045,10845,425242530,Frizzi,T,Xiaofeng,395,Fritschy Rd,6a4,Rimini,SC,29131
10048,10048,500215162,Kriegler,D,Chihaw,,PO Box 804,,Boise,ID,83731
10048,22473,500215162,Kriegler,D,Chihaw,,PO Box 2690,,Boise,ID,83731
10050,10050,243868018,Morimoto,O,Hing,667,Brayer Street,4a3,Berlin,NH,3570
10051,10051,312475138,Rosete,I,Yvonnick,936,Ytshak Rd,3r7,Christiansted,VI,820
10052,10052,515583705,Zoenka,E,Stutz,387,Model,5t3,Mc Laughlin,SD,57642
10053,18284,0,Tamami,F,Steffen,904,Bruckmanbn Parkway,0x3,Frederiksted,VI,841
10053,10053,0,Tamami,F,Steffen,904,Bruckmann Parkway,0x3,Frederiksted,VI,841
10055,10055,740456226,Flookes,,Welsford,646,Pawlak St,5y3,Tucson,AZ,85738
10056,10056,578761125,Almonte,F,Gotch,57,Morrissette Ave,8x7,Austinville,IA,50608
10057,10057,774287077,Jeanpierre,S,Priovolos,577,Obinata Ln,1n3,Wichita,KS,67200
10058,10058,362286761,Giulia,X,Lemus,762,Romberg Ave,1m7,Greenwich,CT,6836
10059,23450,0,Tilson,Y,Dunson,270,Felicie Rd,2l3,Absarokee,MT,59001
10059,10059,0,Tilson,Y,Dunson,270,Felicie Rd,2l3,Absarokee,MT,59001
10061,18770,481451680,Mar,G,Easson,36,Vahdat St,3t1,Capels,WV,24820
10061,10061,411751680,Mar,G,Easson,836,Vahdat St,3t1,Capels,WV,24820
10063,10063,0,Polsterer,U,Keimo,980,Slek Pkwy,3t5,Jericho,VT,5465
10063,21197,0,Polsterer,U,Keimo,970,Slek Pkwy,3t5,Jericho,VT,5465
10065,10065,0,Iskandar,W,Ayn,327,Alarie St,1v2,Tdabiona,UT,84072
10065,14048,0,Iskandar,W,Ayn,327,Alarie St,1v2,Tabiona,UT,84072
10067,10067,110717631,Ramstad,,snnalisa,293,rWaldrop Ln,8z6,Randolph,VT,5060
10067,23727,110717631,Ramstad,,Annalisa,254,Waldrop Ln,8z6,Randolph,VT,5060
10067,26889,110717631,Ramstad,,Annalisa,294,Waldrop Ln,8z6,Randolph,VT,5060
10070,16953,464682468,Caroli,V,Peridah,,P OBox 4053,,Brownsville,TN,38012
10070,25614,264782468,Caroli,V,Peridah,,PO Box 4053,,Brownsville,TN,38012
10070,10070,464682468,Caroli,V,Peridah,,PO Box 4053,,Brownsville,TN,38012
10073,10073,442668844,Rapear,U,Benedick,152,Snowden Street,4a2,Moran,MI,49760
10073,15958,442668844,Rapear,U,Benedick,152,Snowden Street,4a2,Moran,MI,49760
10075,10075,0,Lahman,J,Avelar,89,Rabolil Street,4j6,Amidon,ND,58620
10075,13749,0,Lahman,J,Avelar,89,Rabolli Street,4j6,Amidon,ND,58620
10077,10077,762753207,Harbin,,Antflick,941,Varanka,6i5,Flensburg,MN,56328
10078,17209,0,Silvya,H,Sells,348,Norakmar St,7n0,Elko,NV,89801
10078,10078,0,Silvya,H,Sells,348,Norakmar St,7n0,Elko,NV,89801
10080,10080,251278746,Egli,,Narinder,980,Jud Pkwy,7g5,Marathon,NY,13803
10081,10081,565700815,Ashe,K,Ardie,259,Carolann Street,8w3,Weston,WY,82731
10082,18482,0,Clysdale,O,Liebelt,573,Gyaet Ave,5q8,Crockett Mills,TN,38021
10082,21466,0,Clhysdale,O,Liebelt,573,Gayet Ave,5q8,Crockett Mills,TN,38021
10082,10082,0,Clysdale,O,Liebelt,573,Gayet Ave,5q8,Crockett Mills,TN,38021
10085,28550,570275857,Rust,Y,Humphry,947,Gisele Avenue,8m2,Des Moines,IA,50393
10085,10085,570287857,Rust,Y,Humphry,327,Gisele Avenue,8m2,Des Moines,IA,50393
10085,26171,570275857,Rust,Y,Humphry,927,Gisele Avenue,8m2,Des Moines,IA,50393
10088,10088,0,Soumnavong,P,Daulton,311,Lyliane Lane,4n4,Watertown,CT,6779
10088,21672,0,Soumnavong,P,Daulton,311,Lyliane Lane,4n4,Watertown,CT,6779
10090,10090,441535583,Smisko,R,Kazumasa,454,Erdal St,4c3,Sallisaw,OK,74955
10091,10091,268577407,Casteja,,Stasin,620,Rmobough St,5j5,Boise xCity,MA,73933
10091,18941,268577407,Casteja,,Stasi,610,Rombough St,5j5,Boise City,OK,73933
10091,29706,268577407,Casteja,,Stasi,680,Rombough St,5j5,Boise City,OK,73933
10094,10094,270855872,Gabler,R,Abdu,694,Girimont Avenue,5v3,Fort Wayne,IN,46859
10094,19504,270855872,Gabler,R,Abdu,694,Girimont Avenue,5v3,Fort Wayne,IN,46859
10096,21614,125512520,Pech,A,Brogren,727,Plastow Ave,0i2,Cohkio,MN,56221
10096,12709,125112540,Pech,A,Brogren,825,Blaks Road,5t7,Kalaupapa,HI,96742
10096,10096,125512520,Pech,A,Brogren,825,Blanks Road,5t7,Kalaupapa,HI,96742
10099,10099,152023308,Pintwala,T,Strumberger,316,Sukimoto Street,3t4,Dixon,MT,59831
10100,10100,0,Adelaide,I,Moonistt,586,Greger Street,2z8,Crab Orchard,KY,40419
10101,12935,184080825,Ingie,Z,Ulivi,846,Wedterteicher,5t7,Salisbury,NC,28144
10101,10101,184080825,Ingie,Z,Ulivi,846,Westerteicher,5t7,Salisbury,NC,28144
10101,23218,184080825,Ingie,Z,Ulivi,846,Westerteicher,5t7,Salisbury,NC,28144
10104,10104,572617534,Altermann,U,Janta,692,Chynena Ave,4p7,Hurley,NM,88043
10105,10105,0,Geannopoulos,D,Kuter,769,Meitus Avenue,2b3,Homer,IN,46146
10106,10106,0,Sallyann,J,N,90,Ardine Street,3s7,El Paao,TX,79935
10106,17509,0,Salklyann,J,N,90,Ardine Street,3s7,El Paso,TX,79935
10106,20467,0,Sallyann,J,N,90,Ardine Street,3s7,El Paso,TX,79935
10109,10109,410122705,Ruecker,,Sagramor,364,Juerges Avenue,3w2,Bradford,IN,47117
10109,12411,410122705,Ruecker,,Sagramor,890,Kuniio Ln,2m7,Hustisford,WI,53034
10109,18600,410122705,Ruecker,,Sagramor,390,Kunio Ln,2m7,Hustisford,WI,53034
10112,12534,0,Messick,I,Bijan,611,Gonzalo Road,2t3,Mc Kenney,VA,23872
10112,10112,0,Messick,I,Bijan,611,Gonzalo Road,2t3,Mc Kenney,VA,23872
10114,10114,0,Bavernitz,Z,Nikos,788,Samsonenko Ave,0c5,Los Angeles,CA,90009
10115,10115,372532802,Yaeger,N,Kenlyn,927,Klempau Parkway,6x6,Cruz Bay,VI,831
10115,11412,372172802,Yaeger,N,Kenlyn,927,Klempau Parkway,6x6,Cruz Bay,VI,831
10117,13347,666433017,Bar,W,Gabbey,772,Guendolen Rd,7n3,Grand unction,IA,50107
10117,10117,666433017,Bar,W,Gabbey,792,Guendolen Rd,7n3,Grand Junction,IA,50107
10119,10119,326522837,Kume,V,Tera,667,Capelle Ln,5h6,Metairie,LA,70006
10119,22869,326522837,Kume,V,Tera,448,Bazzali St,1d5,Wilmington,DE,19893
10119,29487,326522837,Kume,V,Tera,667,Capelle Ln,5h6,Metairie,LA,70006
10122,15566,283250623,Nagakusa,,Alderman,828,Puspavti Parkway,0j6,Rivrside,CT,6878
10122,10122,283250623,Nagakusa,,Alderman,828,Puspavti Parkway,0j6,Riverside,CT,6878
10124,10124,0,Pagaduan,X,Rongjen,,POb Box 3371,,Buckner,IL,62819
10124,15330,0,Pagaduamn,X,Rongjen,,PO Box 3371,,Buckner,IL,62819
10124,28795,0,Pagaduan,X,Rongjen,,PO Box 3371,,Buckner,IL,62819
10127,10127,608716643,Cheston,,Roxana,956,Hajijah St,7x1,Cocolalla,ID,83813
10127,20544,604516643,Cheston,,Roxahda,950,Hajijah St,7x1,Cocolalla,ID,83813
10127,27002,608716643,Cheston,,Roxana,956,Hajijah St,7x1,Cocolalla,ID,83813
10130,10130,621242725,Negre,K,Wheyming,734,Bruneruebelhoer St,6v2,Evans,CO,80620
10131,10131,465832833,Elonore,,Gerhard,294,Jozica Pkwy,3g2,North Salem,NH,3073
10132,10132,110873517,Skilling,,Moshe,,PO Box 4977,,Carmine,TX,78932
10133,10133,280151455,Wenzel,R,Mahan,260,Gugolz Rd,7k0,Kosrae,FM,96944
10134,10134,718363360,Mccurdy,F,llr,193,Grandy,2f5,Carp kake,MI,49718
10134,12477,718363360,Mccurdy,F,Bevuin,193,Grandy,2f5,Carp Lake,MI,49718
10134,26473,718363360,Mccurdy,F,Bevin,193,Grandy,2f5,Carp Lake,MI,49718
10137,10137,0,Wollny,P,Sav,233,Rittmueller Ave,8g3,Whitefield,NH,3598
10137,26654,0,Wollny,P,Sav,233,Rittmueller Ave,8g3,Whitefield,NH,3598
10139,26887,0,Frisbie,,Tres,451,Gobeli Rd,0p1,Hanover,NH,3756
10139,12168,0,Frisbie,,Trres,451,Gobeli Rd,0p1,Hanover,NH,3756
10139,10139,0,Frisbie,,Tres,451,Gobeli Rd,0p1,Hanover,NH,3756
10142,20855,571600318,Mcwilliams,,Pontacq,525,Kaczmarska Road,7y4,Rancho Santa Fe,CA,92067
10142,10142,571600318,Mcwilliams,,Pontacq,525,Kaczmarska Road,7y4,Rancho Santa Fe,CA,92067
10144,10144,468870761,Ducic,U,Maccombie,793,Skeeter St,0.00E+00,Chester,VT,5143
10145,10145,338711587,Nyrno,,Currer,565,Waku Ave,3a6,Greenback,TN,37742
10145,15525,338711587,Nyron,,Currer,565,Waku Ave,3a6,Greenback,TN,37742
10145,27634,338711587,Nyron,,Currer,565,Waku Ave,3a6,Greenback,TN,37742
10148,10148,472033271,Zita,,Bhmi,671,Synsar Ave,7y5,Lakewood,NM,88254
10148,27672,472033271,Zita,,Bhmi,,PO Box 320,,Lakewood,NM,88254
10150,30073,482114626,Grohler,K,Nakatsuka,948,Csban Parkway,4j8,Ollie,IA,52576
10150,25146,482114626,Grohler,K,Nakatsuka,448,Csban Parkway,4j8,Olulie,IA,52576
10150,10150,482114626,Grohler,K,Nakatsuka,948,Caban Parkway,4j8,Ollie,IA,52576
10153,10153,716152151,S,K,Ninneta,802,Lothert Avenue,6x8,Tripoli,WI,54564
10153,14437,716152151,Subi,K,Ninnetta,604,Irizari Rd,4v0,Tripoli,WI,54564
10155,10155,0,Stastny,R,Coordinator,39,Keiutzer,1u7,Jerusalem,AR,72080
10155,18684,0,Stastny,R,Coordinator,39,Keutzer,1u7,Jerusalem,AR,72080
10157,10157,374582500,Lipps,W,Frenzetta,611,Beri Ln,1v4,Eden,VT,5653
10157,23005,374582500,Lipps,W,Frenzetta,180,Chenghong Rd,2a1,Eden,VT,5653
10159,10159,484346617,Grogans,S,Pridgen,601,Jamaly Ave,4p6,Las Vegas,NV,89127
10159,23383,484346617,Grogans,S,Pridgen,601,Jamaly Ave,4p6,Las Vegas,NV,89127
10161,10161,0,Ams,Q,Jianqi,421,Donnigan Ave,1l8,Clayton,DE,19938
10162,28607,0,Hanicker,F,Shiina,94,Caroli Pkwy,0h4,Water Valley,KY,42085
10162,10162,0,Hanicker,F,Shiina,97,Caorli Pkwy,0h4,Water Valley,KY,42085
10162,28589,0,Hanicker,F,Shiina,97,Caroli Pkwy,0h4,Water Valley,KY,42085
10165,22368,0,Prindle,K,Mangione,138,Oglesby Road,0q1,Bridgewater Corners,VT,5035
10165,10165,0,Prindle,K,Mangione,108,Oglesby Road,0q1,Bridgewater Corners,VT,5035
10167,10167,723212620,Hermien,,Chenault,334,Sueo Road,0s0,Philadelphia,PA,19121
10168,10168,504658888,Keesl,C,Lastra,425,Younglove St,2l3,Ackerly,TX,79713
10168,16795,204658881,Keels,C,Lastra,725,Younglove St,2l3,Ackerly,TX,79713
10168,29655,204658881,Keels,C,Lastra,725,Younglove St,2l3,Ackerly,TX,79713
10171,10171,0,Parriott,E,Center,503,Haaksman Street,3h6,Gays Mills,WI,54631
10172,23600,586372777,Boutsikaris,H,Rash,2,Ishihara Avenue,2s1,Dazey,ND,58429
10172,19813,586372777,Boutsiksaris,H,Rash,2,Ishihara Avenue,2s1,Dazey,ND,58429
10172,10172,586372777,Boutsikaris,H,Rash,2,Ishihara Avenue,2s1,Dazey,ND,58429
10175,10175,777750621,Vivies,K,Anderl,64,Adil Pkwy,2s1,Mercury,NV,89023
10176,10176,155063021,Svetlana,B,Villani,,PO Box 4959,,Long Pine,NE,69217
10177,10177,260487088,Prathetr,,Knutson,941,Priest Road,6f2,Grand Meadow,MN,55936
10177,28952,260487088,Prather,,Knutson,941,Priest Road,6f2,Grand Meadow,MN,55936
10179,19893,381082638,Hydrean,,Hans,345,Mettam Ave,0y5,Leonardtown,MD,20650
10179,22923,381082638,Hydrean,,Hans,343,Mettam Ave,0y5,Leonardtown,MD,20650
10179,10179,381082638,Hydrean,,Hans,343,Mettam Ave,0y5,Leonardtown,MD,20650
10182,10182,672150405,Brissonneau,V,Hatz,997,Kor Street,3b5,Henrieville,UT,84736
10183,10183,341585245,Trochet,V,oon,228,Fukasawa Street,1f2,Colchester,VT,5446
10183,11025,341585245,Trochet,V,Schweigler,228,Fukasawa Street,1f2,Colchester,VT,5446
10185,10185,230412536,Overdyke,Z,Mentrier,,PO Box 1062,,Lowell,VT,5847
10186,10186,753747200,Fatir,S,Montsion,811,Piat,4.00E+08,Elwood,IN,46036
10187,10187,412486872,Befus,U,Lubrin,186,Ivanhoe Rd,2x7,Harrisburg,NE,69345
10188,21454,468732832,Burtch,M,Mayberry,161,Ulick Road,4x3,Washington,DC,20390
10188,19562,468732832,Burtch,M,ayberry,101,Ulick Road,4x3,Washington,DC,20390
10188,10188,468732832,Burtch,M,Mayberry,101,Ulick Road,4x3,Washington,DC,20390
10191,18526,0,Fern,,Cardenas,859,Lorance Ave,6h8,Christiansted,VI,823
10191,28341,0,Fern,,Cardenas,203,Soie Rd,5g8,Christianstjed,VI,823
10191,10191,0,Fern,,Cardenas,203,Soie Rd,5g8,Christiansted,VI,823
10194,10194,372644576,Maginley,L,Alvi,364,Wilen Rd,2q6,Kentwood,MI,49518
10195,10195,722704276,Merlina,H,Johanna,608,Bocquelet,8t7,Bajadero,PR,616
10196,10196,853540863,Cheuw,T,Juho,357,Caimi Lane,0n8,Bellingham,WA,98225
10196,29709,753540833,Cheuw,T,Juho,357,Caimi Lane,0n8,Bellingham,WA,98225
10198,10198,750862030,Galane,,Hoag,599,Wacken Lane,4k6,Jacksonville,FL,32239
10199,10199,227870755,Saba,H,Suraya,369,Borosch Street,3s8,Silver Star,MT,59751
10200,10200,384788384,Ponciano,,Benn,931,Oates St,8z2,Fairfax,MO,64446
10200,15807,384488384,Ponnciano,,Benn,330,Raina St,5g7,Fairafx,MO,64446
10200,11660,384488384,Ponciano,,Benn,330,Raina St,5g7,Fairfax,MO,64446
10203,18866,375214174,Seguin,K,Brita,987,Starkovich Rd,4o5,nc Cormick,SC,29835
10203,10203,375214174,Seguin,K,Brita,987,Starkovich Rd,4o5,Mc Cormick,SC,29835
10205,22966,0,Heiderose,C,Vasilopoulos,603,Sdchouweiler,6r0,Anacso,PR,610
10205,10205,0,Heiderose,C,Vasilopoulos,603,Schouweiler,6r0,Anasco,PR,610
10205,25723,0,Heiderose,C,Vasilopoulos,603,Schouweiler,6r0,Anasco,PR,610
10208,10208,365127677,Sarinah,,Sticpewich,320,Ursola Avenue,1i1,Frederiksted,VI,841
10209,10209,236748563,Ryon,,Salem,746,Irwin Road,4m2,Beverly,NJ,8010
10210,20845,157551312,Tuder,T,Zhongquan,170,Jyi St,6g6,Winnett,MT,59058
10210,27648,153551712,Tuder,T,Zhongquan,180,Jyi St,6g6,innett,MT,59058
10210,10210,153551712,Tuder,T,Zhongquan,180,Jyi St,6g6,Winnett,MT,59058
10213,20805,747022383,Mulhall,L,Brygui,127,Blakkolb Parkway,7o0,Fort Mill,SC,29715
10213,10213,747022383,Mulhall,L,Beygui,741,Humberto Ave,2j4,Agana,GU,96924
10215,10215,562838714,Routledge,S,Biegler,221,Cigare Pkwy,4f8,Dover,DE,19902
10216,10216,136376358,Natal,R,Camman,15,Tomohide Pkwy,7c6,Cove,AR,71937
10217,10217,666064278,Coviensky,,Greisdorf,626,Slifer Ave,8m2,Atascaedero,CA,93422
10217,25815,666064278,Coviensky,,Greisdorf,626,Slifer Ave,8m2,Atascadero,CA,93422
10219,10219,426454128,Kiichi,B,Fellman,899,Chelvi Rd,6v7,Lexington,KY,40509
10220,19475,0,Antonina,Q,Akinniyi,694,Tiheler Ave,3m3,Carlisle,SC,29031
10220,10220,0,Antoninza,Q,brunger,694,Thieler Ave,3m3,Carlisle,SC,29031
