CUID,RUID,SSN,first.name,middle.initial,last.name,street.number,street.name,apartment.number,city,state,zipcode
4084,4084,315724074,Schlafer,Z,Kawata,812,Tangkanangnukul Ln,6o3,Salt Lake City,UT,84199
7639,7639,702883506,Vierstra,E,Kaino,596,onnerty Pkwy,0r6,De fGraff,OH,43318
2544,2544,482276852,Bellagio,N,Barba,NA,PO Box 1066,,Glenrock,WY,82637
7022,7022,267877578,Oba,,Raisch,394,Xuanlien Rd,7u3,Tipp City,OH,45366
13480,13480,636420160,Wallkamm,R,Connee,999,Ellard St,6l5,Croswell,MI,48422
13937,24923,552617533,Nall,I,Buadelot,568,Michenei St,3i4,Zearing,IA,50278
8327,14479,0,Imhof,S,Mooter,695,Ingegerd Rd,2w5,Glen Gardner,NJ,8826
3374,3374,675750274,Billigmeier,,Marhaini,826,Nazeh Avenue,8c6,West Kingston,RI,2892
5066,7462,203131435,Quanz,R,Albeon,681,Bortolotto Rd,5u2,Sanders,AZ,86512
3352,3352,401357285,Mcgillvray,C,Lennox,842,Anssi Rd,5o2,Moroni,UT,84646
6999,6999,203505282,Nicksch,U,Kalugdan,NA,PO Box 272,,Skidmore,TX,78389
16283,16283,468645823,Tehchi,M,Mcneely,824,Occena Street,7x8,Lineville,AL,36266
19108,19108,583316184,C,A,Aysmawi,825,Mario Street,0l5,East Corinth,ME,4427
2946,14939,247335241,Balmonte,,Seipue,135,Yixin,6y0,Petersburg,PA,16669
13073,13073,0,Mendt,T,Papas,96,Hasham Ave,6c7,Danielson,CT,6239
7917,21963,152055026,Schmick,,Jochen,1400,Zon Rd,6z7,Oklahoa City,OK,73133
19484,36745,0,areazeale,,Rosalba,573,Bej Ave,6q3,Roselawn,IN,46372
19023,26341,734312814,Gefferth,J,Stickel,255,Vukanovich St,8n2,Cleveland,ND,58424
17530,17530,658303165,Hanns,,Velu,192,Gietl Ave,2v3,Raynesford,MT,59469
329,16784,608168446,Haferburns,O,Pavlina,NA,PO Box 1840,,Tucson,AZ,85707
2885,15467,686527801,Brotz,A,Schneberger,717,Suykens Ln,7v7,Amleia,LA,70340
12790,12922,218584537,Karlene,,Gosalvez,815,Chaillot St,8y2,San Juan,PR,934
16750,16750,362083861,Wilfredine,L,Takefman,696,Brou St,6t4,Barclay,MD,21607
10959,29612,518685745,Andre,N,Ferruccio,104,Nalls Lane,8j6,Mc Millin,WA,98352
3430,3430,0,Seana,E,Bockus,800,Scalabrini Lane,6f2,Cedar Grove,WV,25039
19491,19491,0,Entrekin,P,Tricci,77,Lystiuk Ave,4c3,Springfield,VA,22158
10096,12709,125112540,Pech,A,Brogren,825,Blaks Road,5t7,Kalaupapa,HI,96742
13996,13996,402843005,Gisa,O,Agas,799,Rolls Avenue,4z3,Port Saint Joe,FL,32456
19746,19746,586075282,Mcgownd,H,Della,563,Faubert Ave,7v3,Morrisville,VT,5657
8915,8915,752537784,Tat,O,Schoenthal,126,Armentrout Pkwy,2f8,Honoraville,AL,36042
15220,17885,277412627,Ruzicka,W,Reinold,450,Irice Ave,3w1,East Wallingford,VT,5742
845,4901,263537116,Llido,B,Connerley,771,Churchill Parkway,5n8,Murfreesboro,TN,37132
14276,14276,0,Dawdy,,Buky,187,Chavers St,1h3,Glen Spey,NY,12737
643,839,774812522,Thain,G,Simeon,882,Barris Ave,1g3,Dellroy,OH,44620
11657,12719,176048356,Milatou,N,Leckband,15,Bertolotti Lane,0a7,Chambers,NE,68725
9720,9720,0,Beasworrick,C,Noo,838,Briles Avenue,3p7,Gredenville,NC,27836
11915,13807,707488364,Saloha,V,Fairley,NA,PO Box 4844,,Recluse,WY,82725
409,10111,0,Rundlet,S,Joe,402,Kiala,7w7,Chewelah,WA,99109
8773,16235,682510174,Kribbs,K,Citarelli,844,Macarthur Ave,0t8,Sibley,LA,71073
13562,13562,635742860,Cyndi,I,Ormsby,NA,PO Box 373,,FPO Seattle,WA,98762
1924,1924,462868721,Trisko,O,Kalz,831,Mcvicker Ave,4b5,Christiansted,VI,823
5860,5860,0,Taros,,Lothar,967,Schwedhelm Avenue,1o8,Glencoe,AR,72539
18634,18634,623725836,Buerle,F,Phillie,195,Prunier Street,4a5,atoma,KS,67651
191,191,234318080,Berberyan,,Bertalot,704,Bisbee Road,3y3,Millsboro,PA,15348
4706,20353,683401000,Mollerus,D,Kyehong,755,Syhanna Ave,2r2,Princeiwck,WV,25908
9860,28978,0,Afaq,H,Gangadaran,3,Dhiraj Rd,7j8,Round Mountain,NV,89045
18731,30628,710462704,Sucha,H,Halprin,788,qoncell Ave,5f5,iWden,WV,25211
16353,16353,0,Heinze,X,Rexroad,495,Smit Avenue,5j8,Schoolcraft,MI,49087
9884,9884,0,Grossinger,,Laurent,907,Tumacder Avenue,200,Capitol,MT,59319
3581,14654,672641402,Anatol,E,Signa,23,Hepburn Parkway,4l0,Cunningham,KS,67035
17429,17429,318542130,Kirley,,Mirabel,657,Goba Street,0d4,Great Falls,MT,59440
11982,11982,382800776,Jodee,T,Hodnick,254,Wollschlaeger Street,4g1,Chicago,IL,60603
12472,12472,358358403,Ino,A,Motzke,554,Cros Ave,4v8,San Juan,PR,906
1414,3625,283721435,Griner,I,Bagge,749,Lande St,3f0,Slidell,LA,70469
19206,22538,0,Place,A,Guttler,509,Poeschko St,3d5,Christiansted,VI,823
17935,21569,707712378,Neira,O,Lahaye,508,Old Rd,0c1,San Juan,PR,917
13567,13567,287105286,Haven,,Etti,645,Winzer St,2u7,Universal City,TX,78148
4772,4772,674342306,Zimanyi,E,Malenock,538,Kellard Lane,2d8,Kosrae,FM,96944
18746,20858,552026405,Dilyl,,Recktenwald,356,Apery,5p5,Phoenix,AZ,85046
4788,19458,301288473,Cronin,,Blakemore,NA,PO Box 4469,,Eastman,WI,54626
1986,1986,668724448,Powery,V,Vento,575,Clet Ave,5v0,Boonville,CA,95415
13836,21356,246684030,Geraci,,Duwivier,395,Weernberg St,3q0,Grangeville,ID,83531
15124,31186,750514374,Elverum,w,Baggermanwebster,658,Kennis Ln,5k4,Midway,UT,84049
10233,10233,0,Hagar,,Enza,970,Kosuda Street,8t0,Lonedell,MO,63060
8507,8507,762111058,Tarket,,Iraida,93,Finck Ave,1p3,Agana,GU,96917
9808,16780,141541874,Shawn,,Frascotti,436,Chaiman Pkwy,3m0,Looneyville,WV,25259
14495,14640,532653753,Jaafar,,Minler,63,Zafarano Road,1k3,Broussard,LA,70518
15931,24440,0,Khachatrian,L,Patriarche,493,aHsnidar St,3r8,Pomfret Center,CT,6259
15450,15450,0,Hodder,,Blimkie,NA,PO Box 3685,,Blue Ridge Summit,PA,17214
16362,16362,270604268,Alstyne,P,Alexis,203,Nivilinszky Ln,0f5,Mc Graws,WV,25875
1677,1677,123780555,Velda,D,app,583,Brewsyer,3,Palm Harbor,FL,34682
1548,1548,214711683,Dejaeghere,Y,Pammy,584,Bourrand Ave,4t3,Agana,GU,96912
6175,21457,443082184,Kelner,O,Peigen,568,Basilia Road,2u7,Amherst,SD,57421
871,871,0,hNesrallah,,burchby,218,Nadon Road,0,Mc Kenzie,TN,38201
15563,15563,607720403,Deaguero,S,Ewert,15,Gcarn Avenue,0f5,Dorloo,NY,12099
16955,16955,0,Noder,F,Mysore,213,Dahai Street,8l5,Washingyon,DC,20082
4066,21362,0,Awana,H,Rudie,871,Tsundoa Ave,1p0,Plum Branch,SC,29845
12812,12812,668737526,Loveridge,P,Holfeltz,942,Fisher Street,7s2,Marinette,WI,54143
7957,7957,420542435,Nghi,K,Theal,752,Sanjuan Lane,4l2,Butterfield,MO,65623
1636,13656,0,Francese,M,Kwaw,190,Lek Avenue,2k8,Warsaw,MO,65355
19269,19269,552034115,Haajh,K,Thifault,242,Schamp St,1u3,Parsons,KS,67357
12903,28275,225352236,Antin,E,Alles,524,Woeipeg Avenue,4c7,Adamsville,RI,2801
19736,19736,775301577,Shiro,J,ianah,595,qBenelli St,0u0,Lancaster,IL,62855
1696,1696,646254832,Gruen,P,Macmahon,359,Phalpher Ave,2h4,Hoe,KS,67451
1578,10053,502216177,Margan,H,Harianto,NA,PO oBx 2811,,eJffersonville,VT,5464
5168,10973,701527427,Bainton,,Oona,600,Bidelman Avenue,7b3,Putnam,CT,6260
19135,30967,0,Yuenpui,N,Emelda,321,Marcel St,0d0,Hawthorne,NV,89415
7790,7790,0,Bolzon,S,Ellary,335,Pabkey St,0g3,Providence,RI,2906
9692,9692,434788333,Rudsend,U,Hatcher,377,Ellary Ln,8g8,Ray,ND,58849
19631,34924,644043621,Salla,U,Feliciano,823,Friederike Street,4j6,Warwick,RI,2889
11912,11912,233685360,Kluherz,G,Bellows,408,Chizuko Avenue,2q4,Strang,NE,68444
4929,4929,0,Snelgrove,I,Coldwell,909,Crutchvield Street,5n1,Thermopolis,WY,82443
16846,16846,0,Giralda,h,Mariammal,943,Jontz Lane,4h1,Jigger,LA,71249
17698,17698,626766687,Lewek,T,Morisson,758,Marden Street,5o4,Fairview,WY,83119
8124,8124,765285275,Charis,J,Zainaton,664,Mervyn Street,3n0,Omaha,IL,62871
893,893,748085436,Jos,D,Auwaerter,347,wapuzzo Lane,5m3,Bloomfield,MO,63825
11218,11218,407688843,Wenokia,,Junette,295,Prine Street,5q0,Lakeland,FL,33804
1935,1935,762535240,Ticknor,M,Trahern,210,Ekman Avenue,1t4,Bear,DE,19701
1374,1374,625120607,Keeler,W,Jhangiani,NA,PO Box 2329,,Newfields,NH,3856
344,344,706433748,Penzel,D,Lamott,84,Testroet St,3l1,Louisville,KY,40266
6726,6726,476678556,Klimczak,C,Nad,63,Liandrat St,1f2,Waimanalob,HI,96795
9506,9506,525180117,Reul,X,Arhippa,718,Mauerhan Avenue,0x3,Wasola,MO,65773
11641,11641,246775805,Anwar,V,Gogna,427,Zajic Lane,1a0,Mc Call,ID,83638
19039,19039,420825112,Ozai,W,Rous,NA,PO Box 2467,,Troupsburg,NY,14885
6786,10254,0,Jerrine,M,Nishiguchi,850,Dobashi Avenue,2i2,Kosrae,FM,96944
11913,26902,326265677,Piras,G,Wendie,544,Mennella Road,5x0,Beaver Bay,MN,55601
17949,17949,465487124,Blanz,C,Lorette,248,Lecuyer St,8x7,Morris,IN,47033
2661,15948,0,Leftwich,C,Steketee,NA,PO Box 2748,,Cruz Bay,VI,831
15565,20898,0,Berthelot,S,Bjorn,NA,O Box 4576,,Newark,DE,19718
7047,16031,457431842,Sung,H,Deeyn,284,Ganu Ave,0q0,Columbia Falls,MT,59919
6265,9467,0,Lparise,,Leuze,435,Yves Pkwy,5y6,Boyds,MD,20841
13140,20883,403770887,Helstrom,,Hamon,799,Pierres Street,20000,Chattanooga,TN,37450
19352,19352,0,Antti,K,Gavan,987,Forkas Ave,7d6,Mesquite,TX,75149
9969,23823,548182636,Vickery,V,Sig,NA,PO Box 1601,,Tijeras,NM,87059
4049,22588,117441778,uce,F,Thalmann,198,Leatrice Road,0,Baltimore,MD,21264
8509,12223,0,Deok,D,Ebr,667,Palustra,8q8,Dixon,NE,68732
172,172,747025531,Braneff,P,Kendal,591,Lyndalu Street,7p0,Baltimore,MD,21223
970,970,614638108,Dlorolice,H,Sachi,1000,Fetra Rd,4c0,Deansboro,NY,13328
4389,4389,0,Ailina,M,Slette,760,Cuyler Road,2t1,Waipahu,HI,96797
9083,28365,0,Sealy,D,Exertier,702,Radcliff St,8z6,Cathay,ND,58422
11415,15964,283120270,Wharton,B,Gente,785,Mosbarger Avenue,8u2,Shelton,NE,68876
7126,10332,531253334,Thison,U,Curtt,481,Cosburn Ln,6b2,Peterson,AL,35478
5935,5935,524612025,Ruffolo,,Arand,786,Stavek Ln,0v1,Mesa,AZ,85213
15800,15800,765404718,Mombourquette,V,Jessa,32,Boutirlier Ln,7n1,Canovanas,PR,629
4009,4009,0,Marlon,Z,Hamsinah,97,Watzinger Ave,2b6,Rochester,VT,5767
1889,4233,167568651,Early,G,Donelle,802,Hallenbarter Lane,7o6,Crlocketts Bluff,AR,72038
18692,18692,0,Muire,X,Paulini,471,Khamdy Street,1n2,Villanova,PA,19085
2162,2162,0,Laskine,E,Schurer,89,Rainy Ave,6s7,Tucumcari,NM,88416
8425,26253,374633548,Wahju,R,Guzman,131,Thaddus,4s2,Saint Benedict,LA,70457
6007,8176,0,Marran,I,Stirling,378,Martineau Street,8a2,Arena Valley,NM,88022
3310,3310,0,Ethel,,Dansby,767,Vomocil Street,0u5,Prinsburg,MN,56281
347,12460,428057261,Suryati,Q,Claycomb,300,Files Street,8v6,Salt Lake City,UT,84141
16879,16879,526127453,Nazri,D,Raimondo,33,Jyuo Pkwy,4j4,Pinedale,WY,82941
12706,31911,464745133,Guirao,Y,Easterly,NA,PO Box 2087,,Tiro,OH,44887
6615,6615,631063023,Jilann,X,oJhanna,621,Lebelle Ave,5u5,Macomb,MO,65702
17742,17742,663832656,Yanosik,M,Skrebels,505,Yassie Rd,4f2,Wethersfield,CT,6109
387,387,0,Pinkham,M,Danon,NA,PO Box 4857,,Christiansted,VI,824
15021,15769,0,Janine,,Karola,937,Lougais Avenue,3q7,Bremerton,WA,98312
17016,17016,458754402,Alcares,,Wery,699,Detlef St,4f5,Canton,KS,67428
15272,27965,222231742,Nicolas,Q,Blidy,NA,PO Box 75,,Minooka,IL,60447
15552,35285,272345464,Sischka,T,Matzke,27,Steph,3s1,Metcalf,IL,61940
14575,14575,777808880,Kroll,T,Luberichs,181,Boley Rd,2x7,West Newton,PA,15089
12913,28895,614817850,eKtkar,N,Franzisk,NA,PO Box 618,,Milwaukeek,WI,53224
3109,3109,324640238,Hosier,,Auliffe,625,Labreche,3i1,Fort Payne,AL,35967
613,613,0,Soumis,P,Desrosiers,NA,PO Box 2931,,Oracle,AZ,85623
16960,26031,681575164,Kilbank,,Annabela,142,Ove Rd,1g8,Topawa,AZ,85639
17928,17928,0,Bleiweiss,J,Hiraie,829,Jope Street,4l8,Willow Spring,NC,27592
6870,26753,0,Bethurum,B,Daaboul,143,Talivaa,30,Mattawamkeatg,FL,4459
5659,15135,504151687,Flandro,A,Buchman,380,Kwicinski Avenue,6b2,Bridgewater,NY,13313
14637,26518,217077675,Jamaliah,A,Balza,64,Jenarobert Parkway,8g8,Rockford,TN,37853
9585,9585,788527663,Jannet,L,Gabbert,565,Maring Road,5u4,Red Oak,VA,23964
6169,17052,264578525,Lund,C,Camarade,634,Georgi Road,3d4,Christmas,FL,32709
2361,9448,586660725,Bevis,F,Delury,484,Komadori Pkwy,6v6,Smithfield,UT,84335
5866,5866,171370287,Hardiman,Z,Wolberg,592,Shamssian Ave,4j8,Zachary,LA,70791
13229,23687,551124045,Floysvik,Y,Ragil,18,Segul Pkwy,4a2,Richmond,VA,23280
18770,18770,0,Millisent,X,Laffilay,381,Lyliston,6v5,Marine Corps Air Station,AZ,85369
4316,15664,0,Oslund,C,Majeed,NA,PO Box 3359,,Trenton,NJ,8646
18757,26461,746171708,Binggeli,C,Matea,893,Eyers Road,4t6,Humble,TX,77396
6068,24108,343137088,Christensen,,Boal,506,Adolph,3o0,Arlington,VA,22200
8915,27144,752537784,Tat,O,Schoenthal,126,Armentrout Pkwy,2f8,Honoraville,AL,36042
671,671,735333063,Biskupic,X,Kenta,554,Barbabra,2p6,Aurora,SD,57002
12228,14841,0,Romito,Z,Aoumeur,1,Talle Avenue,7b1,Denmark,TN,38391
13511,13511,0,Swei,A,Sandler,991,Crosby St,4j3,Glendora,NJ,8029
7187,20106,0,Sa,V,Suter,130,Copwes Pkwy,0r2,Glendive,MT,59330
3557,7053,513255364,Camuzet,D,Coddington,50,Stifter Avenue,4v5,Marvin,SD,57251
8572,10084,0,Jovita,U,Lehl,808,Ashla Avenue,1g8,Olcott,NY,14126
17658,17658,0,Angelika,R,Soutavong,692,Sittampal Ln,7i2,Charlotte,NC,28289
6071,6071,177626115,Dedrick,,Teague,271,Vallerga Rd,1n2,New York,NY,10131
5565,5565,244208766,Kassing,,Stocks,618,lAtti Rd,3w2,Le Moyen,LA,71347
8594,8594,208048230,Laug,,Dehmer,403,Sentner Ave,2i3,Bamberg,SC,29003
4153,5378,335241880,Hamilton,Q,Careme,139,xlaghuis,3o1,Agana,GU,96929
14498,14498,278352574,Dede,C,Pieron,416,Alessandra St,7j1,Wellington,NV,89444
6274,11524,553826417,Laber,b,Malah,540,Tharagonnet Street,6i8,sAult,CO,80610
6644,6644,520626643,Emhart,R,Pcboards,30,Hoerner Rd,4s5,Clifton Forge,VA,24422
11336,11336,631127166,Waschhauser,F,Adreen,766,Jinsheng Lane,0u7,Leon,KS,67074
1505,1505,0,Dilys,X,Ozawa,251,Waltz Street,8f0,East Millinocket,ME,4430
944,2456,0,Jacobs,S,Leticia,NA,PO Box 2300,,Ariington,VA,22213
626,626,510676101,Tabina,,Goofy,55,Brazee Avenue,8u3,Maysel,WV,25133
9830,9830,705151562,Saboorah,Q,Spiller,295,Marice Street,4t2,Hamilton,ND,58238
16,16,0,Postigo,T,Zenner,322,Lebron Street,1b3,Dubois,ID,83423
826,826,0,Strohm,L,Charlette,NA,PO Box 553,,Vulcan,WV,25697
8298,9531,552300763,Vandewouw,,Sangster,431,Saxton Ave,2o0,Ijamsville,MD,21754
14425,30892,0,Olaeyan,D,Lichtenberg,47,Bitondo Ave,4k1,Ilion,NY,13357
7245,13158,337254346,Marketmta,Q,Ribadier,87,Klaissle Avenue,6i6,Las Vegas,NV,89130
11979,27039,653013307,Thammavowng,V,Boonen,917,Stepelton Rd,0q5,Fellsmere,FL,32948
3641,4594,152700348,Jeany,B,Nagase,59,Nako St,7q3,San Juan,PR,935
12885,12885,702706244,Bariah,J,Holthusen,219,Arenz Road,70000000,Sheldon,IL,60966
13969,18668,0,Stoyko,,Sandridge,740,Terhorst Ave,2p3,Stamford,CT,6921
5203,9195,207333811,Ladid,,Schembri,998,Dibb Avenue,7r2,Richmond,IN,47375
3188,12134,0,Struss,J,Rinaldis,552,Borrego Avenue,3a5,Kosrae,FM,96944
15717,15717,448820707,Portie,C,Cegelsk,NA,PO Box 1624,,Big Sandy,WV,24816
16543,16543,218653167,Littlejohn,W,Francesco,NA,PO Box 1299,,Mount Desert,ME,4660
8203,8203,0,Paulitzky,,Vandenheede,NA,PO Box 703,,Washington,DC,20009
13417,13417,507855161,Kolner,M,Widdis,898,Mocellin Rd,7d3,Stewardson,IL,62463
1376,1376,863167130,New,,Vivies,744,lorissi,3a5,Buckner,MO,64016
16329,17277,733154714,Fedyshyn,J,Bhattachrayya,559,Leno Street,3i2,Hartford,CT,6120
11405,14036,0,Tamayo,Y,Puan,348,Sherri Ave,6a4,San Juan,PR,918
15691,33578,573667720,Athanatos,,Assenza,72,Sheung Street,8000,Morrisdale,PA,16858
6189,20209,0,Tillman,G,Occena,405,Farid Road,6b3,Agana,GU,96921
1139,1139,613415665,Poma,U,Nankivil,897,Rumpler Rd,2d6,Snow Lake,AR,72379
13098,28750,0,Botos,,Yasuaki,64,Brier Rd,8w6,Omega,OK,73764
2588,2588,774432604,Queiroz,,Jenhua,273,Secker Parkway,2b0,Lund,NV,89317
18024,19754,643330028,Shewaga,,Surinder,831,Aminudrdin Rd,4o5,Grafton,NH,3240
8596,8596,0,Melodi,T,Dauber,NA,PO Box 3687,,Christianstee,VI,824
1215,17365,357753686,Kisling,U,Parkinson,NA,PO Box 2720,,Moroni,UT,84646
12170,19315,235604186,Khaldi,,Elwira,61,Veety Avenue,0m8,Randolph,OH,44265
6093,11491,0,Tonu,H,Schoppa,882,Vanessa Ave,2g7,Keego Harbor,MI,48320
13670,33609,0,Khosrow,H,Kumar,74,Routher Ave,2v0,Goodway,AL,36449
15349,15349,535137087,Sankar,M,Ipri,326,Rohe Rd,3v7,Ferndalde,CA,95536
9303,14569,0,Domenick,B,Goetzelmann,29,Hiroko St,2z3,Barhamsville,VA,23011
17008,17008,482563710,Bassil,E,Momose,513,Lyne Street,8v1,Tampa,FL,33629
18971,37633,147348240,Naveed,D,Gleckler,879,Woldemar Street,2z1,Sunmmit-Argo,IL,60501
9275,9275,120782278,Saroli,,Coyle,NA,PO Box 2999,,Dunmor,KY,42339
11738,11738,324115175,Nelia,J,Kocheise,855,Perreard,6k2,Clifton,NJ,7013
1148,8833,414653510,Zimmerman,,Ugarte,33,Combaz Ln,0t0,Springfield,IL,62700
12778,12778,528423220,Fruleux,Y,Hilbrich,352,Fagerquist Avenue,3n2,Wilkinson,WV,25653
371,3389,623403545,Groberg,,Luginbill,293,Banuelos Road,1j1,San German,PR,753
1983,19732,248335766,Varner,G,Phyllys,866,Pilmoor Pkwy,1v5,Longwood,NC,28452
13413,27716,0,Moorefield,B,Beucler,464,Odis St,0b6,Washington,DC,20227
17199,23591,647078501,Kriton,G,Higby,633,Minichilli Street,4a1,Wells,VT,5774
15737,28942,320172215,Mallaghan,,Nico,95,Samnmartino St,1z0,Stewartville,MN,55976
3366,20921,0,Enright,Q,Manion,912,Aguzzoli Lane,6d5,Isabela,PR,662
9551,9551,774741800,Stephannie,A,Cltia,646,Dittmann Road,800000,Buena Vista,PA,15018
13417,24658,507855161,Kolner,M,Widdis,398,Mocellin Rd,7d3,Stewardson,IL,62463
9218,9218,576785074,Hamernik,J,iudson,729,Astrike Rd,6d1,APO San Frandcisco,GU,96334
3825,8742,653033453,Billylee,A,Otfried,888,Quante Pkwy,8r0,Galata,MT,59444
14269,17591,110822848,Grimshaw,J,Hurf,410,Matsuri Parkway,4x1,Chester,PA,19014
3139,5944,565610846,Benyamin,M,Yasuhito,973,Daruius,5o6,Troy,TN,38260
15092,15092,278582755,M,X,Natoli,153,Shakeri Road,4l3,Torrington,CT,6791
13609,13609,108641073,Schimmel,P,Maddex,510,Gumb Avenue,5z8,Pomerene,AZ,85627
10078,10078,0,Silvya,H,Sells,348,Norakmar St,7n0,Elko,NV,89801
7960,8555,587150672,Bari,,Wakowski,454,Blakeslee Parkway,0f4,Danbury,CT,6812
16031,36026,0,Kuchelmeister,P,Livesay,35,Ashu,6u2,Manchester,NY,14504
14100,14100,532540614,Gazo,L,Chudleigh,411,Canelon,7p3,Rutherfrod,NJ,7072
16780,16811,428366107,Linc,P,Bagouraki,457,Piitz Road,1d2,Lyme Center,NH,3769
8755,19358,233532011,Limido,J,Sentovich,145,grini Pkwy,5d6,Staten Island,NY,10302
6854,6854,640675203,Candra,M,Pirkko,NA,PO Box 3113,,Columbia,CT,6237
7226,7633,635323454,Ausburne,S,Klonowski,921,Fritsch Avenue,7h5,Comstock,MN,56525
5080,14118,668810333,Horacio,G,Benfer,402,Guilli Street,5d1,rCuz Bay,VI,831
13143,30237,450230474,Thu,D,Tiger,344,Miang Lane,3m7,Arco,ID,83213
7788,7788,0,dCoty,X,Petroff,526,alans Road,5i7,hGreat Falls,VA,22066
4391,4391,0,Takaharu,S,Ivano,450,Yechout Street,5w5,Grantham,NH,3753
17471,17471,267560758,Pohlmann,I,Noami,727,Sturaro Ln,100000000,Bloomington,MD,21523
7300,7300,716662276,Lidio,Q,Vashro,NA,PO Box 4356,,Whitingham,VT,5361
16431,16431,263478442,Plechas,O,Kulwinder,853,Garay Ave,6a2,East Olympia,WA,98540
2647,4830,404233284,Kulikowsky,E,Debernardo,726,zVyduna Rd,2o7,Lagrange,WY,82221
11818,11818,132212805,Redenbach,H,Bensch,NA,PO Box 1633,,Washington,DC,20227
8539,14682,372074245,Netdbs,Q,Terwey,NA,PO Box 2651,,Porters Falls,WV,26162
9993,17654,270384640,Shreve,Y,Kollmann,139,Greetham Street,1y0,Tucson,AZ,85746
2747,2747,773080666,Cassafer,R,Armugum,370,Floey Road,6s6,Paradie,UT,84328
18129,29081,722834826,Darryl,E,Tokumitsu,83,Henley Street,0j3,Rossmore,WV,25643
15976,15976,0,Moe,H,Colquette,459,Alternative Pkwy,5h0,Dill City,OK,73641
9448,9448,145670404,Klinger,B,Gorlay,42,Coleridge Ln,1s0,Paoli,IN,47454
19358,27233,314548542,Roderich,C,Kimmi,822,Fiofretto Avenue,3i7,Miami,FL,33193
19512,19807,370674535,Memmi,S,Laudicina,24,Vicoli Parkway,2g3,Hmberg,ND,58337
1756,1756,571216010,Main,,Ryder,114,Ferelith Street,4o1,Dobbins,CA,95935
5927,5927,350117876,Kabage,L,Zenoni,724,Senser Road,7h3,Washington,DC,20540
3721,21292,680424573,Leney,C,Micallef,791,Tierno Avenue,7w1,Providence,RI,2905
9894,12502,0,Nuvigt,O,Khyra,793,Tzavaras Ave,7a1,Peshtigo,WI,54157
11318,11318,677863483,Kusan,K,Sadeghi,NA,PO Box 883,,Farnham,VA,22460
12400,12400,0,Winterrowd,,Wolbfy,NA,PO Box 2973,,Birmingham,AL,35215
2554,20998,770662080,Aeriela,Z,Stypulkoski,10,Martainn Avenue,1c6,Colorado Springs,CO,80907
4608,7253,427734872,Mumford,S,Labuhn,722,Egermann,8b3,Stinesville,IN,47464
7166,11674,241373558,Givbian,S,Silk,218,Matusik Rd,8t3,Kosrae,FM,96944
1946,1946,0,Muns,J,Doria,51,Ahnegret Street,7z2,South Hero,VT,5486
15451,15451,381554604,Kit,G,Hornback,543,Sheeley Rd,0u0,Enterprise,AL,36331
3034,22717,107413324,Jessop,M,Tabulara,80,Ringoen Street,5x6,Oologah,OK,74053
4884,4884,0,Derraugh,D,Menten,794,Tinnes Street,3v5,Sand Creek,WI,54765
16835,32941,643872853,Ferfas,P,Keehn,NA,PO Box 368,,Graham,WA,98338
14178,31781,505472334,Miwa,T,Garlick,410,Esfardjani Ave,8b0,Caliente,NV,89008
10683,10683,0,Heckman,V,Belier,874,Fenton Rd,8d5,Mobile,AL,36641
15190,15190,618203003,Haynes,Z,Ryusuke,345,Cynthya Pkwy,0v3,South Shore,SD,57263
7422,7422,757451382,Schmeing,P,Goon,806,Prinzie St,0j4,Dexter City,OH,45727
18830,20912,481468788,Krakower,P,Comm,NA,PO Box 4784,,Scandia,MN,55073
10477,10477,680055063,Chanonat,P,Lorang,251,Bri Avenue,7c0,Riverside,WA,98849
17231,34041,0,Cesareo,Q,Alexan,NA,oPO Box 2591,,Hampden,ME,4444
2248,2248,282833737,G,C,Poeschinger,411,Jet Street,0q0,Kosrae,FM,96944
5670,24425,623066801,Tassia,,Gafvert,462,Padma St,1k1,Montgomery,AL,36140
3517,20310,218581623,Rajpal,I,Noes,954,Teasley,7y8,Providence,RI,2902
446,15369,124810436,Zakavec,G,Bouchier,926,Grange Ave,6a3,Sugarloaf,PA,18249
13587,13587,711322058,Wartenberg,J,Mcconnell,7,Quy St,6s8,Perryville,MD,21903
10704,22022,777826145,Lssens,C,Speitel,5,Maje Road,6f8,Bethune,SC,29009
6992,6992,137584473,Scss,Q,Angelillis,662,Denman Pkwy,8s1,Menlo,IA,50164
4994,16743,0,Prisco,X,Yukai,951,Kawaguchi St,5t5,La Plata,NM,87418
8521,8521,378815641,Boschetti,,Heikamp,782,Freda Lane,8d0,Charlptte Amalie,VI,802
6354,6354,254402732,Dasi,X,Schutze,703,Cassel St,4v3,Chattaroy,WV,25667
11390,11390,350683033,Bollman,,Stretton,581,Yazdani Street,0w7,Bluehole,KY,40917
8399,12174,0,Toss,K,andes,429,Thoulon Parkway,4p4,Eva,AL,35621
16207,16207,527686411,Gagniere,S,Wiemann,572,Scheller Rd,2o6,Kapaau,HI,96755
15009,15009,604683680,Joela,A,Behrman,261,Proell Rd,5o1,Kosrae,FM,96944
11923,11923,123537387,Yousuf,,Rinedollar,813,Habiba Street,0z2,Henning,MN,56551
7682,17410,101778486,Wos,B,Burkart,861,Dollekamp Lane,0c4,Hope,RI,2831
11620,23809,354642365,Coretjer,D,Torkelson,611,Talgoe Rd,5u8,Christiansted,VI,823
8210,8210,665113178,Anselme,E,Lemer,NA,PO Box 1085,,Mapleville,RI,2839
4023,4023,758064071,Schmit,K,Aloi,505,Noorasmah Avenue,5x4,Lowland,NC,28552
